name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Seoul,South Korea",2022-06-14,80.6,65.6,71.2,80.6,65.6,71.2,53.8,54.6,0,0,0,rain,0,0,26.2,12.4,60,1008.4,73.4,12.3,250.8,21.8,9,10,2022-06-14T05:10:15,2022-06-14T19:54:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999"
"Seoul,South Korea",2022-06-15,68.1,59.1,63.4,68.1,59.1,63.4,60.4,90.2,0.726,100,75,rain,0,0,16.6,7.8,47,1006.1,97.9,8.7,97.7,8.4,4,10,2022-06-15T05:10:16,2022-06-15T19:54:45,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-06-16,76.3,63.8,68.8,76.3,63.8,68.8,61.4,78.7,0.026,100,16.67,rain,0,0,11.9,9,252,1007.3,70.5,10.2,276.1,23.8,9,10,2022-06-16T05:10:19,2022-06-16T19:55:07,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999"
"Seoul,South Korea",2022-06-17,82,61.9,72,84.1,61.9,72.4,63.5,75.6,0,0,0,,0,0,12.1,7,226,1007.8,59.2,10.6,333,29,9,10,2022-06-17T05:10:24,2022-06-17T19:55:27,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999"
"Seoul,South Korea",2022-06-18,77.1,71.7,74.1,77.1,71.7,74.1,67.3,79.5,0,0,0,rain,0,0,10.3,6.8,229.8,1007.2,75,12.2,229.5,19.7,8,10,2022-06-18T05:10:30,2022-06-18T19:55:46,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999"
"Seoul,South Korea",2022-06-19,76.7,72.2,74.1,76.7,72.2,74.1,67.9,81.2,0,0,0,rain,0,0,9.2,5.7,204.8,1007.5,86,11.4,185.2,16,6,10,2022-06-19T05:10:39,2022-06-19T19:56:03,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-06-20,83.9,71.8,77.2,87.3,71.8,78.2,68.7,76.1,0,0,0,,0,0,5.8,5.7,289.6,1004.7,62.7,10.6,331.6,28.7,10,10,2022-06-20T05:10:48,2022-06-20T19:56:18,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-06-21,90.1,67.8,79.6,95.9,67.8,81.7,69.2,72.6,0,0,0,,0,0,9.4,7,268.2,1003.3,30.7,11.3,337,29.1,10,10,2022-06-21T05:11:00,2022-06-21T19:56:32,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47119099999,RKSI,47122099999,47099099999,47108099999,RKSS"
"Seoul,South Korea",2022-06-22,87.1,71.2,78.5,90.5,71.2,79.6,67.5,70.5,0,0,0,,0,0,10.1,8,248,1006.7,67.4,12.1,332.4,28.7,9,10,2022-06-22T05:11:13,2022-06-22T19:56:44,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-06-23,79.5,74.1,75.9,79.5,74.1,75.9,71.6,87.1,3.87,100,54.17,rain,0,0,34.2,11.4,191.1,1000.2,91.2,6.6,38.9,3.4,2,10,2022-06-23T05:11:27,2022-06-23T19:56:55,0.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-06-24,76.8,69.2,73.2,76.8,69.2,73.2,70.2,90.8,0.731,100,20.83,rain,0,0,28.2,11.2,212.7,997.1,85.4,6.7,265.5,23,9,30,2022-06-24T05:11:43,2022-06-24T19:57:03,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999"
"Seoul,South Korea",2022-06-25,86.7,70.7,78.2,96.7,70.7,81.4,71.3,80,0,0,0,,0,0,20.8,10.2,209.2,1003.4,71.5,6.5,325.4,27.9,10,75,2022-06-25T05:12:01,2022-06-25T19:57:10,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-06-26,82.6,76.7,79.5,90.1,76.7,82.5,73.6,82.2,0,0,0,,0,0,26.6,9.2,202.7,1007.7,94.4,12.3,199,17.3,8,75,2022-06-26T05:12:20,2022-06-26T19:57:16,0.9,Overcast,Cloudy skies throughout the day.,cloudy,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999"
"Seoul,South Korea",2022-06-27,82.5,77.6,80.1,89.9,77.6,83.7,75,84.5,0.236,100,41.67,rain,0,0,35.8,11.4,180.9,1007,99.2,11.9,53.8,4.7,4,30,2022-06-27T05:12:41,2022-06-27T19:57:19,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999"
"Seoul,South Korea",2022-06-28,82.2,79.5,80.9,88.2,79.5,85.4,73.9,79.4,0.191,100,20.83,rain,0,0,39.1,19.5,196,1002.3,99.7,12.1,126.1,10.7,6,10,2022-06-28T05:13:03,2022-06-28T19:57:21,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999"
"Seoul,South Korea",2022-06-29,78.9,76.2,77.4,78.9,76.2,77.4,75.6,94,1.38,100,79.17,rain,0,0,40.5,19.5,199.1,1003.7,99.9,8.8,57,4.8,2,10,2022-06-29T05:13:26,2022-06-29T19:57:21,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-06-30,76.2,70.2,72.5,76.2,70.2,72.5,72.2,99,6.915,100,100,rain,0,0,24.6,9.1,72.4,1010,99.7,4.2,60.3,5,3,30,2022-06-30T05:13:51,2022-06-30T19:57:19,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-07-01,87.5,71.4,79.4,96,71.4,83,73.6,83.6,0.003,100,8.33,rain,0,0,15,8.1,243.5,1013.9,64.9,11.1,315.7,27.4,9,10,2022-07-01T05:14:17,2022-07-01T19:57:15,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-07-02,92.5,75.2,83.5,103.5,75.2,88.7,73.7,74,0,0,0,,0,0,7.2,6.8,299.9,1012.5,52.1,12.1,320.9,27.7,9,30,2022-07-02T05:14:45,2022-07-02T19:57:10,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-07-03,92.5,76.1,84.6,100.5,76.1,89,72.3,68.4,0,0,0,,0,0,8.5,8,283,1008.5,40.2,11.7,315.8,27.3,9,30,2022-07-03T05:15:13,2022-07-03T19:57:03,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999"
"Seoul,South Korea",2022-07-04,90.2,79.3,84.5,100.7,79.3,91.8,74.3,71.8,0,0,0,,0,0,9.2,7,310.7,1005.1,70,12.3,221.8,19.2,9,30,2022-07-04T05:15:43,2022-07-04T19:56:54,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999"
"Seoul,South Korea",2022-07-05,91,79.9,84.5,103.7,79.9,92.5,75.1,73.9,0,0,0,rain,0,0,8.3,7.9,318.9,1004.5,81,11.6,227,19.6,8,30,2022-07-05T05:16:15,2022-07-05T19:56:43,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-07-06,91.6,79.4,84.9,104.9,79.4,93.3,76,75.2,0.59,100,8.33,rain,0,0,15.9,9.9,88.6,1006.5,75.8,11.6,263.4,22.7,8,30,2022-07-06T05:16:47,2022-07-06T19:56:30,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999"
"Seoul,South Korea",2022-07-07,87.5,79.8,83,101,79.8,90.3,76.9,82.4,0.008,100,8.33,rain,0,0,23,11.2,171.2,1005.2,91.9,11.4,161.5,14,6,30,2022-07-07T05:17:20,2022-07-07T19:56:16,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-07-08,82.4,76.8,79.1,87.5,76.8,81.1,73.5,83.3,0.079,100,12.5,rain,0,0,21.3,9,235.8,1002.7,93,9.8,207.6,18,9,10,2022-07-08T05:17:55,2022-07-08T19:55:59,0.31,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47108099999"
"Seoul,South Korea",2022-07-09,87.2,75.3,80.2,96.9,75.3,84,73.9,82.1,0.004,100,4.17,rain,0,0,10.3,7.7,265.7,1002.3,77.5,8.4,283.1,24.4,9,30,2022-07-09T05:18:31,2022-07-09T19:55:41,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999"
"Seoul,South Korea",2022-07-10,94.9,76.4,84.2,103.5,76.4,89.2,72.7,69.7,0,0,0,rain,0,0,13.9,8.6,264.4,1004.2,54.8,10.7,309.2,26.9,9,30,2022-07-10T05:19:07,2022-07-10T19:55:21,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47108099999"
"Seoul,South Korea",2022-07-11,85.7,76.3,80.7,92.8,76.3,83.7,71.2,73.3,0.305,100,16.67,rain,0,0,11,8.9,358.3,1005.2,76.4,11.3,152.4,13.2,9,10,2022-07-11T05:19:45,2022-07-11T19:54:59,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-07-12,85,73.9,80.1,91.9,73.9,83.2,70.4,72.6,0.001,100,4.17,rain,0,0,11.4,6.7,56.7,1007.3,72.9,12,155,13.5,7,10,2022-07-12T05:20:23,2022-07-12T19:54:36,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999"
"Seoul,South Korea",2022-07-13,80.8,75.3,77.3,85.4,75.3,78,74.6,91.8,4.556,100,79.17,rain,0,0,33.3,8.1,97.2,1002.6,98.4,6,16,1.2,2,10,2022-07-13T05:21:03,2022-07-13T19:54:10,0.48,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999"
"Seoul,South Korea",2022-07-14,85.3,74,78.4,92,74,80.1,73.3,85.1,0.361,100,37.5,rain,0,0,16.8,8,263.2,999.5,78.2,9.5,201.3,17.6,7,10,2022-07-14T05:21:43,2022-07-14T19:53:43,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-07-15,86.2,73.4,79,91.4,73.4,80.7,70.5,76.4,0,0,0,,0,0,10.5,9.1,248,999.7,60.3,11.2,328.3,28.2,9,10,2022-07-15T05:22:24,2022-07-15T19:53:14,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999"
"Seoul,South Korea",2022-07-16,81.9,74.4,77.1,86.3,74.4,78.1,71.2,82.4,1.264,100,12.5,rain,0,0,8.3,7.6,207.6,997.9,78.4,9.1,315.3,27.3,9,10,2022-07-16T05:23:06,2022-07-16T19:52:43,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47097099999,47110099999,47119099999,47127043216,47116599999,47122099999,47108099999,RKSS"
"Seoul,South Korea",2022-07-17,85,72.6,77.7,90.9,72.6,79.1,70.5,79.6,0.012,100,4.17,rain,0,0,12.1,8.9,243.2,1000.1,74.4,9.3,277.2,23.8,9,10,2022-07-17T05:23:49,2022-07-17T19:52:10,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999"
"Seoul,South Korea",2022-07-18,86.3,73.7,80.1,92.7,73.7,83,71.1,74.8,0,0,0,rain,0,0,7.4,7.8,122.7,999.2,64.6,11.1,279.6,24,9,10,2022-07-18T05:24:32,2022-07-18T19:51:36,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-07-19,87.7,75.7,81.1,94.1,75.7,83.9,71.6,73.7,0,0,0,,0,0,13.2,10.4,256.4,1001.3,65.2,11.4,308.3,26.6,9,10,2022-07-19T05:25:16,2022-07-19T19:51:00,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999"
"Seoul,South Korea",2022-07-20,86.4,77,80.9,92.4,77,83.6,72,75.3,0.011,100,4.17,rain,0,0,11.4,7.7,238.6,1005.9,90.2,10.3,217.9,18.7,9,10,2022-07-20T05:26:01,2022-07-20T19:50:22,0.75,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-07-21,77.4,69.5,73.9,77.4,69.5,73.9,69.8,87.2,4.234,100,50,rain,0,0,28,9.1,1.7,1002,92.1,9,53.6,4.5,3,10,2022-07-21T05:26:46,2022-07-21T19:49:43,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47098099999,47112099999,47120099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-07-22,80.8,73.5,77,85,73.5,77.7,70.6,80.8,1.978,100,20.83,rain,0,0,8.7,6.1,276,1005.3,82.4,10.6,271.6,23.5,9,10,2022-07-22T05:27:32,2022-07-22T19:49:02,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-07-23,81.8,72.5,76.8,86,72.5,77.6,71.2,83.3,0.353,100,29.17,rain,0,0,17,8,96.7,1004.8,89.2,5.8,82.2,7.1,4,10,2022-07-23T05:28:19,2022-07-23T19:48:19,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-07-24,82.3,71.9,76.9,88.5,71.9,78.4,72.5,86.6,0.096,100,12.5,rain,0,0,21.9,7.5,33.2,1001.9,92.1,11.4,217.6,18.9,9,10,2022-07-24T05:29:06,2022-07-24T19:47:35,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999"
"Seoul,South Korea",2022-07-25,89.3,74.5,81.3,96.1,74.5,84.8,72.3,75.5,0,0,0,rain,0,0,8.5,6.9,270.5,1007.9,47.4,12,317.4,27.3,9,10,2022-07-25T05:29:53,2022-07-25T19:46:49,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-07-26,91.4,75.8,83.9,102.2,75.8,89.5,73.4,71.8,0,0,0,,0,0,7.8,6.8,340.7,1009,46.2,11.9,307.4,26.7,9,10,2022-07-26T05:30:41,2022-07-26T19:46:01,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-07-27,91.3,79.3,84.8,100.3,79.3,90.1,72.4,67.2,0,0,0,,0,0,9.2,8,109.9,1009,65.6,10.8,236.2,20.4,7,10,2022-07-27T05:31:29,2022-07-27T19:45:12,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47108099999"
"Seoul,South Korea",2022-07-28,93.3,77.3,85.1,101.7,77.3,90,70.9,63.1,0,0,0,,0,0,20.6,7.7,111.5,1010.3,34.1,11.9,308.9,26.6,9,10,2022-07-28T05:32:17,2022-07-28T19:44:21,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-07-29,93.4,81.2,87.1,105.6,86.5,96.3,74.9,67.6,0,0,0,rain,0,0,8.3,7.9,90.3,1011.5,56.8,11.9,231,20.1,9,30,2022-07-29T05:33:06,2022-07-29T19:43:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-07-30,96.1,81.1,88,109.1,86.5,97.6,75,66.3,0.347,100,12.5,rain,0,0,19.2,10.9,71.2,1009.2,56.9,11.7,249,21.4,9,10,2022-07-30T05:33:55,2022-07-30T19:42:35,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-07-31,84.5,77.9,81.5,92.9,77.9,87.1,76,83.8,9.331,100,58.33,rain,0,0,27.1,7,56,1006.2,93.6,9.2,28.7,2.5,1,10,2022-07-31T05:34:45,2022-07-31T19:41:40,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-08-01,89.7,77.6,83,106.4,77.6,90,77.1,83.4,1.31,100,37.5,rain,0,0,29.1,9.1,81.4,1005.2,92.3,9.9,212.3,18.1,8,30,2022-08-01T05:35:35,2022-08-01T19:40:43,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-08-02,83.3,77.3,80.6,91.4,77.3,84.2,77,89,2.035,100,70.83,rain,0,0,28.2,10.5,179.8,1007.7,98.7,9.1,181.9,15.6,6,30,2022-08-02T05:36:25,2022-08-02T19:39:45,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47098099999,47097099999,47119099999,47099099999,47108099999,47111099999,47112099999,47120099999,47110099999,47127043216,47116599999,47122099999,RKSS"
"Seoul,South Korea",2022-08-03,86.2,77.3,80.7,98.5,77.3,85.9,77.4,90,2.219,100,54.17,rain,0,0,22.8,10,246.2,1009.7,92.9,5.9,242.6,20.8,8,10,2022-08-03T05:37:15,2022-08-03T19:38:45,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-08-04,90.5,79,84,105.1,79,92,76.8,79.5,0,0,0,rain,0,0,11,8.8,265.5,1009.3,53.6,11.9,290.2,25.2,9,30,2022-08-04T05:38:05,2022-08-04T19:37:44,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-08-05,90.3,80.7,84.6,102.6,87,93.7,76.5,77.4,0,0,0,rain,0,0,11,9.1,226.6,1005.9,61.5,12,269,23.1,8,30,2022-08-05T05:38:56,2022-08-05T19:36:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-08-06,86.3,81.1,83.7,101.7,88.3,94.8,78.5,84.4,0.447,100,12.5,rain,0,0,10.3,6.9,236.7,1005.6,80.9,9.9,270.1,23.4,8,60,2022-08-06T05:39:46,2022-08-06T19:35:38,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-08-07,88.9,80.8,84,106.5,87.9,94.7,78,82.4,0.033,100,4.17,rain,0,0,22.1,11.4,192.1,1005.8,81.9,10.9,253.5,21.9,8,30,2022-08-07T05:40:37,2022-08-07T19:34:33,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-08-08,83,77.4,80.5,93.1,77.4,85.3,77.5,90.8,5.132,100,75,rain,0,0,27.1,18.1,198,1005.6,99.9,9.1,20.3,1.7,2,10,2022-08-08T05:41:28,2022-08-08T19:33:27,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-08-09,79.8,72.9,77.9,79.8,72.9,77.9,76.6,95.6,4.628,100,100,rain,0,0,28,9,214.6,1005.4,99.8,7.1,13.6,1.3,1,10,2022-08-09T05:42:19,2022-08-09T19:32:20,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-08-10,83.3,70.4,75.8,88.5,70.4,76.8,71.3,86.4,0.771,100,25,rain,0,0,11,8.7,244.4,1005.7,92.9,10.3,189.2,16.4,9,10,2022-08-10T05:43:10,2022-08-10T19:31:11,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-08-11,81.1,73.2,76.5,86.5,73.2,76.9,72.9,89,1.922,100,45.83,rain,0,0,10.3,5.8,246.5,1004,92.9,8.1,82.1,7,4,10,2022-08-11T05:44:01,2022-08-11T19:30:01,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47098099999,47119099999,RKSI,47099099999,47104099999,47108099999,47111099999,47112099999,RKSM,47127043216,47116599999,47122099999,RKSS"
"Seoul,South Korea",2022-08-12,90.2,73.5,80.5,94.3,73.5,82.7,70.8,74.3,0,0,0,,0,0,8.1,6.8,274.1,1005.7,48.5,11.4,300.5,26,9,10,2022-08-12T05:44:52,2022-08-12T19:28:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-08-13,81.1,76.6,78.3,87.1,76.6,78.7,72.2,81.7,0.155,100,20.83,rain,0,0,17.2,5.7,93.3,1005.5,87.7,11,85.1,7.5,4,10,2022-08-13T05:45:43,2022-08-13T19:27:38,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-08-14,88.1,76.4,81.5,99.6,76.4,87,75.7,83.1,0.153,100,25,rain,0,0,15.4,5.9,246.7,1005.2,81.6,11.3,177.8,15.3,6,30,2022-08-14T05:46:34,2022-08-14T19:26:25,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-08-15,85.4,81.1,82.7,96,87.6,91.3,76.9,82.9,0.098,100,25,rain,0,0,34,14.9,202.2,1000.5,96.4,11.5,114.8,9.9,4,30,2022-08-15T05:47:25,2022-08-15T19:25:11,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-08-16,85.7,75.6,80.3,91.2,75.6,82.2,71.4,74.9,0.001,100,4.17,rain,0,0,21.3,9,258.2,1002.6,55.3,11.9,293.4,25.5,9,10,2022-08-16T05:48:16,2022-08-16T19:23:56,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-08-17,87,71.4,78.9,94.5,71.4,81,70.7,76.7,0.006,100,4.17,rain,0,0,7.8,7,352,1005.6,51,11.7,289,25,9,10,2022-08-17T05:49:07,2022-08-17T19:22:40,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47116599999,47099099999,47108099999,RKSS"
"Seoul,South Korea",2022-08-18,85.4,72.5,77.9,89.9,72.5,79.1,69.3,75.6,0,0,0,,0,0,9.4,8,314.8,1007.1,70,12,233.6,20,9,10,2022-08-18T05:49:58,2022-08-18T19:21:22,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-08-19,81,74,78.2,89.1,74,81.3,73.1,84.6,2.658,100,25,rain,0,0,28,11,193.9,1002.6,91.1,9.5,73.5,6.2,4,10,2022-08-19T05:50:49,2022-08-19T19:20:04,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47116599999,47122099999,47099099999,47108099999"
"Seoul,South Korea",2022-08-20,89.3,78.2,82.8,100,78.2,88.5,75.8,80.4,0.032,100,8.33,rain,0,0,15.4,8.1,262.7,1001.1,56.8,9.3,276.2,24,9,10,2022-08-20T05:51:40,2022-08-20T19:18:45,0.76,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
"Seoul,South Korea",2022-08-21,89.3,76.7,82.6,98.2,76.7,87.2,73.4,74.7,0,0,0,rain,0,0,7.2,6.7,341.1,1004.4,59.9,11.9,270.9,23.4,9,10,2022-08-21T05:52:31,2022-08-21T19:17:25,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999"
